"dataset_notice","customer_id","full_name","phone_number","bank_name","account_number","upi_id","profile_image_url","balance","upi_pin","age_group","digital_literacy","average_tx_amount","normal_hours","known_beneficiaries"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C229","Kabir Example 229","+91 98128 00229","Apex Global Bank","XXXX-XXXX-4828","kabirexample229@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c229","INR 1,32,436.00","022144","31-45","Moderate","INR 9,844.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C230","Meera Sandbox 230","+91 98129 00230","Apex Global Bank","XXXX-XXXX-4829","meerasandbox230@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c230","INR 1,33,373.00","2193","46-60","Basic","INR 9,917.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C231","Arjun Iyer 231","+91 98130 00231","Apex Global Bank","XXXX-XXXX-4830","arjuniyer231@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c231","INR 1,34,310.00","022490","61-75","Advanced","INR 9,990.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C232","Anaya Test 232","+91 98131 00232","Apex Global Bank","XXXX-XXXX-4831","anayatest232@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c232","INR 1,35,247.00","2227","18-30","Moderate","INR 10,063.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C233","Vihaan Prototype 233","+91 98132 00233","Apex Global Bank","XXXX-XXXX-4832","vihaanprototype233@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c233","INR 1,36,184.00","022836","31-45","Basic","INR 10,136.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C234","Isha Fictional 234","+91 98133 00234","Apex Global Bank","XXXX-XXXX-4833","ishafictional234@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c234","INR 1,37,121.00","2261","46-60","Advanced","INR 10,209.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C235","Rohan Sample 235","+91 98134 00235","Apex Global Bank","XXXX-XXXX-4834","rohansample235@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c235","INR 1,38,058.00","023182","61-75","Moderate","INR 10,282.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C236","Kavya Mock 236","+91 98135 00236","Apex Global Bank","XXXX-XXXX-4835","kavyamock236@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c236","INR 1,38,995.00","2295","18-30","Basic","INR 10,355.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C237","Dev Training 237","+91 98136 00237","Apex Global Bank","XXXX-XXXX-4836","devtraining237@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c237","INR 1,39,932.00","023528","31-45","Advanced","INR 10,428.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C238","Tara Demo 238","+91 98137 00238","Apex Global Bank","XXXX-XXXX-4837","tarademo238@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c238","INR 1,40,869.00","2329","46-60","Moderate","INR 10,501.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C239","Ishaan Example 239","+91 98138 00239","Apex Global Bank","XXXX-XXXX-4838","ishaanexample239@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c239","INR 1,41,806.00","023874","61-75","Basic","INR 10,574.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C240","Naina Sandbox 240","+91 98139 00240","Apex Global Bank","XXXX-XXXX-4839","nainasandbox240@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c240","INR 1,42,743.00","2363","18-30","Advanced","INR 10,647.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C241","Reyansh Iyer 241","+91 98140 00241","Apex Global Bank","XXXX-XXXX-4840","reyanshiyer241@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c241","INR 1,43,680.00","024220","31-45","Moderate","INR 10,720.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C242","Aditi Test 242","+91 98141 00242","Apex Global Bank","XXXX-XXXX-4841","adititest242@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c242","INR 1,44,617.00","2397","46-60","Basic","INR 10,793.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C243","Neil Prototype 243","+91 98142 00243","Apex Global Bank","XXXX-XXXX-4842","neilprototype243@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c243","INR 1,45,554.00","024566","61-75","Advanced","INR 10,866.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C244","Mira Fictional 244","+91 98143 00244","Apex Global Bank","XXXX-XXXX-4843","mirafictional244@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c244","INR 1,46,491.00","2431","18-30","Moderate","INR 10,939.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C245","Yash Sample 245","+91 98144 00245","Apex Global Bank","XXXX-XXXX-4844","yashsample245@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c245","INR 1,47,428.00","024912","31-45","Basic","INR 11,012.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C246","Saanvi Mock 246","+91 98145 00246","Apex Global Bank","XXXX-XXXX-4845","saanvimock246@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c246","INR 1,48,365.00","2465","46-60","Advanced","INR 11,085.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C247","Advik Training 247","+91 98146 00247","Apex Global Bank","XXXX-XXXX-4846","adviktraining247@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c247","INR 1,49,302.00","025258","61-75","Moderate","INR 11,158.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C248","Riya Demo 248","+91 98147 00248","Apex Global Bank","XXXX-XXXX-4847","riyademo248@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c248","INR 1,50,239.00","2499","18-30","Basic","INR 11,231.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C249","Karan Example 249","+91 98148 00249","Apex Global Bank","XXXX-XXXX-4848","karanexample249@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c249","INR 1,51,176.00","025604","31-45","Advanced","INR 11,304.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C250","Pooja Sandbox 250","+91 98149 00250","Apex Global Bank","XXXX-XXXX-4849","poojasandbox250@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c250","INR 1,52,113.00","2533","46-60","Moderate","INR 11,377.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C251","Ramaswamy Iyer 251","+91 98150 00251","Apex Global Bank","XXXX-XXXX-4850","ramaswamyiyer251@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c251","INR 1,53,050.00","025950","61-75","Basic","INR 11,450.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C252","Aarav Test 252","+91 98151 00252","Apex Global Bank","XXXX-XXXX-4851","aaravtest252@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c252","INR 1,53,987.00","2567","18-30","Advanced","INR 11,523.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C253","Diya Prototype 253","+91 98152 00253","Apex Global Bank","XXXX-XXXX-4852","diyaprototype253@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c253","INR 1,54,924.00","026296","31-45","Moderate","INR 11,596.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C254","Kabir Fictional 254","+91 98153 00254","Apex Global Bank","XXXX-XXXX-4853","kabirfictional254@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c254","INR 1,55,861.00","2601","46-60","Basic","INR 11,669.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C255","Meera Sample 255","+91 98154 00255","Apex Global Bank","XXXX-XXXX-4854","meerasample255@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c255","INR 1,56,798.00","026642","61-75","Advanced","INR 11,742.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C256","Arjun Mock 256","+91 98155 00256","Apex Global Bank","XXXX-XXXX-4855","arjunmock256@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c256","INR 1,57,735.00","2635","18-30","Moderate","INR 11,815.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C257","Anaya Training 257","+91 98156 00257","Apex Global Bank","XXXX-XXXX-4856","anayatraining257@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c257","INR 1,58,672.00","026988","31-45","Basic","INR 11,888.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C258","Vihaan Demo 258","+91 98157 00258","Apex Global Bank","XXXX-XXXX-4857","vihaandemo258@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c258","INR 1,59,609.00","2669","46-60","Advanced","INR 11,961.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C259","Isha Example 259","+91 98158 00259","Apex Global Bank","XXXX-XXXX-4858","ishaexample259@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c259","INR 1,60,546.00","027334","61-75","Moderate","INR 12,034.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C260","Rohan Sandbox 260","+91 98159 00260","Apex Global Bank","XXXX-XXXX-4859","rohansandbox260@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c260","INR 1,61,483.00","2703","18-30","Basic","INR 12,107.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C261","Kavya Iyer 261","+91 98160 00261","Apex Global Bank","XXXX-XXXX-4860","kavyaiyer261@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c261","INR 1,62,420.00","027680","31-45","Advanced","INR 12,180.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C262","Dev Test 262","+91 98161 00262","Apex Global Bank","XXXX-XXXX-4861","devtest262@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c262","INR 1,63,357.00","2737","46-60","Moderate","INR 12,253.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C263","Tara Prototype 263","+91 98162 00263","Apex Global Bank","XXXX-XXXX-4862","taraprototype263@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c263","INR 1,64,294.00","028026","61-75","Basic","INR 12,326.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C264","Ishaan Fictional 264","+91 98163 00264","Apex Global Bank","XXXX-XXXX-4863","ishaanfictional264@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c264","INR 1,65,231.00","2771","18-30","Advanced","INR 12,399.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C265","Naina Sample 265","+91 98164 00265","Apex Global Bank","XXXX-XXXX-4864","nainasample265@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c265","INR 1,66,168.00","028372","31-45","Moderate","INR 12,472.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C266","Reyansh Mock 266","+91 98165 00266","Apex Global Bank","XXXX-XXXX-4865","reyanshmock266@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c266","INR 1,67,105.00","2805","46-60","Basic","INR 12,545.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C267","Aditi Training 267","+91 98166 00267","Apex Global Bank","XXXX-XXXX-4866","adititraining267@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c267","INR 1,68,042.00","028718","61-75","Advanced","INR 12,618.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C268","Neil Demo 268","+91 98167 00268","Apex Global Bank","XXXX-XXXX-4867","neildemo268@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c268","INR 1,68,979.00","2839","18-30","Moderate","INR 12,691.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C269","Mira Example 269","+91 98168 00269","Apex Global Bank","XXXX-XXXX-4868","miraexample269@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c269","INR 1,69,916.00","029064","31-45","Basic","INR 12,764.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C270","Yash Sandbox 270","+91 98169 00270","Apex Global Bank","XXXX-XXXX-4869","yashsandbox270@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c270","INR 1,70,853.00","2873","46-60","Advanced","INR 12,837.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C271","Saanvi Iyer 271","+91 98170 00271","Apex Global Bank","XXXX-XXXX-4870","saanviiyer271@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c271","INR 1,71,790.00","029410","61-75","Moderate","INR 12,910.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C272","Advik Test 272","+91 98171 00272","Apex Global Bank","XXXX-XXXX-4871","adviktest272@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c272","INR 1,72,727.00","2907","18-30","Basic","INR 12,983.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C273","Riya Prototype 273","+91 98172 00273","Apex Global Bank","XXXX-XXXX-4872","riyaprototype273@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c273","INR 1,73,664.00","029756","31-45","Advanced","INR 13,056.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C274","Karan Fictional 274","+91 98173 00274","Apex Global Bank","XXXX-XXXX-4873","karanfictional274@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c274","INR 1,74,601.00","2941","46-60","Moderate","INR 13,129.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C275","Pooja Sample 275","+91 98174 00275","Apex Global Bank","XXXX-XXXX-4874","poojasample275@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c275","INR 1,75,538.00","030102","61-75","Basic","INR 13,202.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C276","Ramaswamy Mock 276","+91 98175 00276","Apex Global Bank","XXXX-XXXX-4875","ramaswamymock276@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c276","INR 1,76,475.00","2975","18-30","Advanced","INR 13,275.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C277","Aarav Training 277","+91 98176 00277","Apex Global Bank","XXXX-XXXX-4876","aaravtraining277@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c277","INR 1,77,412.00","030448","31-45","Moderate","INR 13,348.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C278","Diya Demo 278","+91 98177 00278","Apex Global Bank","XXXX-XXXX-4877","diyademo278@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c278","INR 1,78,349.00","3009","46-60","Basic","INR 13,421.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C279","Kabir Example 279","+91 98178 00279","Apex Global Bank","XXXX-XXXX-4878","kabirexample279@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c279","INR 1,79,286.00","030794","61-75","Advanced","INR 13,494.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C280","Meera Sandbox 280","+91 98179 00280","Apex Global Bank","XXXX-XXXX-4879","meerasandbox280@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c280","INR 1,80,223.00","3043","18-30","Moderate","INR 13,567.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C281","Arjun Iyer 281","+91 98180 00281","Apex Global Bank","XXXX-XXXX-4880","arjuniyer281@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c281","INR 1,81,160.00","031140","31-45","Basic","INR 13,640.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C282","Anaya Test 282","+91 98181 00282","Apex Global Bank","XXXX-XXXX-4881","anayatest282@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c282","INR 1,82,097.00","3077","46-60","Advanced","INR 13,713.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C283","Vihaan Prototype 283","+91 98182 00283","Apex Global Bank","XXXX-XXXX-4882","vihaanprototype283@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c283","INR 1,83,034.00","031486","61-75","Moderate","INR 13,786.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C284","Isha Fictional 284","+91 98183 00284","Apex Global Bank","XXXX-XXXX-4883","ishafictional284@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c284","INR 1,83,971.00","3111","18-30","Basic","INR 13,859.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C285","Rohan Sample 285","+91 98184 00285","Apex Global Bank","XXXX-XXXX-4884","rohansample285@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c285","INR 1,84,908.00","031832","31-45","Advanced","INR 13,932.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C286","Kavya Mock 286","+91 98185 00286","Apex Global Bank","XXXX-XXXX-4885","kavyamock286@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c286","INR 1,85,845.00","3145","46-60","Moderate","INR 14,005.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C287","Dev Training 287","+91 98186 00287","Apex Global Bank","XXXX-XXXX-4886","devtraining287@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c287","INR 1,86,782.00","032178","61-75","Basic","INR 14,078.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C288","Tara Demo 288","+91 98187 00288","Apex Global Bank","XXXX-XXXX-4887","tarademo288@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c288","INR 1,87,719.00","3179","18-30","Advanced","INR 14,151.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C289","Ishaan Example 289","+91 98188 00289","Apex Global Bank","XXXX-XXXX-4888","ishaanexample289@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c289","INR 1,88,656.00","032524","31-45","Moderate","INR 14,224.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C290","Naina Sandbox 290","+91 98189 00290","Apex Global Bank","XXXX-XXXX-4889","nainasandbox290@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c290","INR 1,89,593.00","3213","46-60","Basic","INR 14,297.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
